0.2900	0.002595716
0.2904	0.002580303
0.2908	0.002552776
0.2912	0.00251357
0.2916	0.002487499
0.292	0.002456886
0.2924	0.002427581
0.2928	0.002404321
0.2932	0.002385116
0.2936	0.002353424
0.294	0.002317799
0.2944	0.002294211
0.2948	0.002272279
0.2952	0.002240395
0.2956	0.002223712
0.296	0.002205271
0.2964	0.002194362
0.2968	0.002169979
0.2972	0.002158262
0.2976	0.002166232
0.298	0.002156735
0.2984	0.00213703
0.2988	0.002120867
0.2992	0.002128804
0.2996	0.002115098
0.3	0.002106153
0.3004	0.002087872
0.3008	0.002086018
0.3012	0.002090946
0.3016	0.002079197
0.302	0.002091619
0.3024	0.002091247
0.3028	0.002082424
0.3032	0.00208227
0.3036	0.002085922
0.304	0.002099165
0.3044	0.002100179
0.3048	0.002103843
0.3052	0.002102265
0.3056	0.002104414
0.306	0.002099107
0.3064	0.002096021
0.3068	0.002103991
0.3072	0.002109252
0.3076	0.002107802
0.308	0.002106262
0.3084	0.002118556
0.3088	0.002122259
0.3092	0.00212924
0.3096	0.002135246
0.31	0.002132031
0.3104	0.002139949
0.3108	0.002149022
0.3112	0.002154964
0.3116	0.002172514
0.312	0.002175664
0.3124	0.002179681
0.3128	0.002196089
0.3132	0.002202852
0.3136	0.002200484
0.314	0.002216795
0.3144	0.002231778
0.3148	0.002254178
0.3152	0.002258343
0.3156	0.002254717
0.316	0.002272883
0.3164	0.002279036
0.3168	0.002284843
0.3172	0.002292659
0.3176	0.002311376
0.318	0.002324556
0.3184	0.002341746
0.3188	0.00234634
0.3192	0.002361721
0.3196	0.002388812
0.32	0.002384404
0.3204	0.002401555
0.3208	0.002409839
0.3212	0.002403358
0.3216	0.002409223
0.322	0.002417205
0.3224	0.00241322
0.3228	0.002424944
0.3232	0.002428588
0.3236	0.002421947
0.324	0.00243077
0.3244	0.002437661
0.3248	0.002434787
0.3252	0.002448358
0.3256	0.002462147
0.326	0.002471304
0.3264	0.002483098
0.3268	0.002482924
0.3272	0.002487525
0.3276	0.002499107
0.328	0.002499941
0.3284	0.002501212
0.3288	0.002517388
0.3292	0.00253214
0.3296	0.002535855
0.33	0.002530247
0.3304	0.00255352
0.3308	0.00256079
0.3312	0.002567649
0.3316	0.002561361
0.332	0.002578975
0.3324	0.002572263
0.3328	0.002571358
0.3332	0.002572744
0.3336	0.002566353
0.334	0.00257816
0.3344	0.002556067
0.3348	0.002549227
0.3352	0.002562555
0.3356	0.002576677
0.336	0.002568278
0.3364	0.002585667
0.3368	0.002586367
0.3372	0.002603698
0.3376	0.002610487
0.338	0.002599553
0.3384	0.002607227
0.3388	0.00260758
0.3392	0.002604397
0.3396	0.002599334
0.34	0.002593746
0.3404	0.002598885
0.3408	0.002602735
0.3412	0.002574008
0.3416	0.002578929
0.342	0.002573578
0.3424	0.002568021
0.3428	0.002570729
0.3432	0.002565249
0.3436	0.002564524
0.344	0.002567944
0.3444	0.002540071
0.3448	0.002542034
0.3452	0.002554457
0.3456	0.002547809
0.346	0.002549657
0.3464	0.002530747
0.3468	0.002528264
0.3472	0.002527346
0.3476	0.002505825
0.348	0.002493223
0.3484	0.002497201
0.3488	0.002491279
0.3492	0.002480409
0.3496	0.002465997
0.35	0.002470373
0.3504	0.002477836
0.3508	0.002469539
0.3512	0.002444867
0.3516	0.002459016
0.352	0.00247808
0.3524	0.002474339
0.3528	0.002458811
0.3532	0.002455634
0.3536	0.002452015
0.354	0.002435839
0.3544	0.002451277
0.3548	0.002457373
0.3552	0.002467832
0.3556	0.00248003
0.356	0.002471458
0.3564	0.002476745
0.3568	0.002494128
0.3572	0.002513653
0.3576	0.002530901
0.358	0.002561355
0.3584	0.002552731
0.3588	0.002562843
0.3592	0.002569177
0.3596	0.002559552
0.36	0.00256559
0.3604	0.002584711
0.3608	0.002588465
0.3612	0.002584018
0.3616	0.002585738
0.362	0.002581779
0.3624	0.002597384
0.3628	0.002597057
0.3632	0.00260706
0.3636	0.002623859
0.364	0.002638386
0.3644	0.002641158
0.3648	0.002647979
0.3652	0.00266318
0.3656	0.002673819
0.366	0.002685067
0.3664	0.002682789
0.3668	0.002692292
0.3672	0.002706434
0.3676	0.002711497
0.368	0.002722559
0.3684	0.002729688
0.3688	0.002743882
0.3692	0.002755996
0.3696	0.002775458
0.37	0.002787226
0.3704	0.002808516
0.3708	0.002830326
0.3712	0.002844873
0.3716	0.002868056
0.372	0.002886793
0.3724	0.002908038
0.3728	0.002922758
0.3732	0.002933705
0.3736	0.002944587
0.374	0.002959653
0.3744	0.002967469
0.3748	0.002978429
0.3752	0.00299619
0.3756	0.003003306
0.376	0.003013508
0.3764	0.003027419
0.3768	0.003037975
0.3772	0.003054157
0.3776	0.003067581
0.378	0.00308053
0.3784	0.003092651
0.3788	0.003101576
0.3792	0.003105568
0.3796	0.003114974
0.38	0.00313083
0.3804	0.003138344
0.3808	0.003150522
0.3812	0.003160019
0.3816	0.003174033
0.382	0.003178479
0.3824	0.003194489
0.3828	0.003206552
0.3832	0.00321893
0.3836	0.003227567
0.384	0.00323612
0.3844	0.003244648
0.3848	0.003259759
0.3852	0.003271129
0.3856	0.00327623
0.386	0.003288807
0.3864	0.003296083
0.3868	0.003301717
0.3872	0.003306177
0.3876	0.003317194
0.388	0.003319138
0.3884	0.003329713
0.3888	0.003334403
0.3892	0.00333534
0.3896	0.003346569
0.39	0.003356894
0.3904	0.003365729
0.3908	0.003378729
0.3912	0.003388367
0.3916	0.003402702
0.392	0.003412558
0.3924	0.003419622
0.3928	0.003424332
0.3932	0.003433829
0.3936	0.003442658
0.394	0.003451699
0.3944	0.003462794
0.3948	0.003470705
0.3952	0.003483339
0.3956	0.003489326
0.396	0.003502775
0.3964	0.003516359
0.3968	0.003534037
0.3972	0.003548552
0.3976	0.003558645
0.398	0.00357151
0.3984	0.003582226
0.3988	0.003597716
0.3992	0.003613866
0.3996	0.003626899
0.4	0.003641727
0.4004	0.003656961
0.4008	0.003672072
0.4012	0.00369206
0.4016	0.003710084
0.402	0.003727056
0.4024	0.003745317
0.4028	0.003760987
0.4032	0.003778126
0.4036	0.003799371
0.404	0.003813898
0.4044	0.003833751
0.4048	0.003849671
0.4052	0.003864384
0.4056	0.003882537
0.406	0.003897841
0.4064	0.003916269
0.4068	0.003934922
0.4072	0.003953068
0.4076	0.003970605
0.408	0.003989419
0.4084	0.004004709
0.4088	0.004024056
0.4092	0.004042632
0.4096	0.00405979
0.41	0.004074529
0.4104	0.004089319
0.4108	0.004101645
0.4112	0.00411589
0.4116	0.004127915
0.412	0.004141287
0.4124	0.004151785
0.4128	0.004161891
0.4132	0.004172992
0.4136	0.004179825
0.414	0.004191799
0.4144	0.004203118
0.4148	0.004216041
0.4152	0.004223587
0.4156	0.004232685
0.416	0.004240655
0.4164	0.004252243
0.4168	0.004259507
0.4172	0.00426645
0.4176	0.004273835
0.418	0.004278975
0.4184	0.004281285
0.4188	0.004283666
0.4192	0.004291436
0.4196	0.004295645
0.42	0.004301395
0.4204	0.004302357
0.4208	0.004308742
0.4212	0.004316493
0.4216	0.00432554
0.422	0.004338072
0.4224	0.004351643
0.4228	0.004362834
0.4232	0.004371926
0.4236	0.004382642
0.424	0.004395231
0.4244	0.00441022
0.4248	0.00442333
0.4252	0.00443633
0.4256	0.004446641
0.426	0.004459359
0.4264	0.004472956
0.4268	0.004487945
0.4272	0.004503608
0.4276	0.004519611
0.428	0.004535017
0.4284	0.00455367
0.4288	0.004571656
0.4292	0.004587595
0.4296	0.004605299
0.43	0.004621469
0.4304	0.004635463
0.4308	0.004653462
0.4312	0.004668445
0.4316	0.004687021
0.432	0.004702209
0.4324	0.004714471
0.4328	0.004728767
0.4332	0.004740708
0.4336	0.00475231
0.434	0.004762069
0.4344	0.004776456
